Código da espécie,Nome cientifico,Código Nome Popular,Nome popular
34879,Lamanonia ternata,51469,Guaraporê
34879,Lamanonia ternata,41503,Guareperé
34879,Lamanonia ternata,49668,Guareperê
34879,Lamanonia ternata,37090,Maria-preta
34879,Lamanonia ternata,49030,Sacopeba
34879,Lamanonia ternata,41504,Sacopema
34879,Lamanonia ternata,48152,Salgueiro
34879,Lamanonia ternata,41505,Salgueiro-do-mato
34879,Lamanonia ternata,48153,Ubatinga
31790,Lamanonia tomentosa,41506,Açoita-cavalo
31790,Lamanonia tomentosa,44593,Cangalheiro
31790,Lamanonia tomentosa,52041,Guaraperê
31790,Lamanonia tomentosa,42624,Guaraporê
31790,Lamanonia tomentosa,51713,Salgueiro
31790,Lamanonia tomentosa,37091,Salgueiro-bravo
31790,Lamanonia tomentosa,50446,Salgueiro-do-mato
31791,Langsdorffia hypogaea,47419,Fel-da-terra
31791,Langsdorffia hypogaea,39297,Rosa-de-caboclo
30169,Lanium avicola,35864,Orchid
30169,Lanium avicola,35865,Orquídea
30170,Lanium subulatum,35866,Orchid
30170,Lanium subulatum,35867,Orquídea
25059,Lankesterella orotantha,26916,Orchid
25059,Lankesterella orotantha,26917,Orquídea
30173,Lankestrella oligantha,35872,Orchid
30173,Lankestrella oligantha,35873,Orquídea
34519,Lantana camara,42155,Camará
34519,Lantana camara,40166,Camará-miúdo-d'espinho
34519,Lantana camara,73855,Supirrosa
34595,Lantana fucata,44802,Alecrim-de-árvore
31792,Lantana mista,39298,Camará-de-duas-cores
1995301,Laplacea acutifolia,89277,Santa-rita
35458,Laplacea fruticosa,52757,Caxeta-de-casca-fina
35458,Laplacea fruticosa,47015,Caxetarana
35458,Laplacea fruticosa,43698,Chazeiro-da-terra
35458,Laplacea fruticosa,43699,Chazeiro-do-brejo
35458,Laplacea fruticosa,53585,Juruvoca
35458,Laplacea fruticosa,50447,Maria-mole-da-vermelha
35458,Laplacea fruticosa,54160,Oliveira-crespa
35458,Laplacea fruticosa,52758,Pau-de-santa-rita
35458,Laplacea fruticosa,47150,Peroba-d'água
35458,Laplacea fruticosa,48154,Pinho-de-campo
35458,Laplacea fruticosa,38595,Pinho-do-campo
35458,Laplacea fruticosa,37092,Riteira
35458,Laplacea fruticosa,44594,Santa-rita
33045,Laplacea semiserrata,43700,Juruvoca
33045,Laplacea semiserrata,43002,Santa-rita
32440,Larix europaea,43701,Cedro
34267,Lauro-Cerasus myrtifolia,45931,Cauná
34267,Lauro-Cerasus myrtifolia,48868,Cerejeira-do-brasil
34267,Lauro-Cerasus myrtifolia,48155,Coração-de-negro
34267,Lauro-Cerasus myrtifolia,44595,Coração-negro
34267,Lauro-Cerasus myrtifolia,49501,Ginjeira-brava
34267,Lauro-Cerasus myrtifolia,44960,Ginjeira-da-terra
34267,Lauro-Cerasus myrtifolia,48869,Marmelo-bravo
34267,Lauro-Cerasus myrtifolia,52759,Pessegueiro-bravo
34267,Lauro-Cerasus myrtifolia,43702,Pessegueiro-do-mato
34267,Lauro-Cerasus myrtifolia,49669,Sapuva
34267,Lauro-Cerasus myrtifolia,50448,Timbó
32441,Laurus nobilis,45081,Loureiro
32441,Laurus nobilis,43703,Louro-europeu
32092,Laurus sassafras,37917,Sassafrás
36414,Leandra atro-purpurea,40486,Pixirica
1671087,Leandra aurea,89500,Leandra-aurea
2022092,Leandra aurea subsp. aggregatiflora,89531,Leandra-aurea
33917,Leandra scabra,53431,Pixirica
34880,Lecointea amazonica,50449,Paracaúba-cheirosa
34880,Lecointea amazonica,37918,Paracuúba
34880,Lecointea amazonica,48156,Pracuúba
34880,Lecointea amazonica,48157,Pracuúba-cheirosa-da-várzea
34880,Lecointea amazonica,40013,Pracuúba-da-várzea
33633,Lecythis chartacea,39299,Jarana
33633,Lecythis chartacea,48158,Jaranamirim
33633,Lecythis chartacea,48159,Matamatá
33633,Lecythis chartacea,39300,Niarana
1902944,Lecythis gracieana,88547,Castanharana
1372273,Lecythis holcogyne,85497,Matamatá-estopeiro
33634,Lecythis idatimon,52760,Jatereua
33634,Lecythis idatimon,46801,Matamatá
33634,Lecythis idatimon,43704,Matamatá-amarelo
33634,Lecythis idatimon,44752,Matamatá-branco
33634,Lecythis idatimon,40335,Matamatá-ci
33634,Lecythis idatimon,37093,Matamatá-preto
33634,Lecythis idatimon,38178,Matamatá-ripeiro
33634,Lecythis idatimon,37094,Matamatá-vermelho
33634,Lecythis idatimon,49031,Morão-vermelho
33634,Lecythis idatimon,37095,Ripeiro
33634,Lecythis idatimon,45932,Sapucaia
33634,Lecythis idatimon,50450,Sapucaia-amargosa
36064,Lecythis lanceolata,40167,Sapucaia
36064,Lecythis lanceolata,43705,Sapucaia-branca
36064,Lecythis lanceolata,42510,Sapucaiamirim
36064,Lecythis lanceolata,50451,Sapucaia-miúda
36064,Lecythis lanceolata,39301,Sapucaiu
36065,Lecythis lurida,37096,Castanha-jarana
36065,Lecythis lurida,38612,Imbaíba-de-rego
36065,Lecythis lurida,47420,Inhaíba
36065,Lecythis lurida,48160,Inhaíba-de-rego
36065,Lecythis lurida,48161,Inhaíba-vermelha
36065,Lecythis lurida,49254,Jarana
36065,Lecythis lurida,52761,Jarana-de-folha-grande
36065,Lecythis lurida,40641,Jarana-de-folha-miúda
36065,Lecythis lurida,41507,Sapucaia
36065,Lecythis lurida,51489,Sapucaiu
36065,Lecythis lurida,53932,Sapucaiu-vermelho
31793,Lecythis minor,49032,Sapucaiamirim
31793,Lecythis minor,41508,Sapucaiarana-branca
36066,Lecythis ollaria,48162,Sapucaia
36066,Lecythis ollaria,39302,Sapucaia-da-bahia
33291,Lecythis paraensis,89457,Castanha-sapucaia
33291,Lecythis paraensis,84762,sapucaia
34268,Lecythis pisonis,39303,Árvore-de-caçamba
34268,Lecythis pisonis,49670,Árvore-de-cambuca
34268,Lecythis pisonis,49477,Caçamba-do-mato
34268,Lecythis pisonis,37097,Cambuca-de-macaco
34268,Lecythis pisonis,49033,Castanharana
34268,Lecythis pisonis,45933,Castanha-sapucaia
34268,Lecythis pisonis,44750,Castanheira-sapucaia
34268,Lecythis pisonis,45934,Chapéu-de-sol
34268,Lecythis pisonis,43706,Cuia-de-macaco
34268,Lecythis pisonis,41509,Cumbuca-de-macaco
34268,Lecythis pisonis,39304,Embira-de-jacuíba
34268,Lecythis pisonis,49292,Embiratã
34268,Lecythis pisonis,49034,Fruta-de-macaco
34268,Lecythis pisonis,45935,Jaçapucã
34268,Lecythis pisonis,42566,Jaçapucaia
34268,Lecythis pisonis,50452,Jaçapucari
34268,Lecythis pisonis,39305,Jecuibá
34268,Lecythis pisonis,52762,Jequitibá
34268,Lecythis pisonis,40336,Juquetibá
34268,Lecythis pisonis,40653,Marmita-de-macaco
34268,Lecythis pisonis,46802,Pau-carga
34268,Lecythis pisonis,38535,Pau-d'arco-branco
34268,Lecythis pisonis,41510,Pau-de-caixão
34268,Lecythis pisonis,41511,Quetelê
34268,Lecythis pisonis,41512,Ruchuchu
34268,Lecythis pisonis,43707,Sapucaí
34268,Lecythis pisonis,47327,Sapucaia
34268,Lecythis pisonis,45936,Sapucaia-branca
34268,Lecythis pisonis,46803,Sapucaiaçu
34268,Lecythis pisonis,41513,Sapucaia-de-castanha
34268,Lecythis pisonis,53735,Sapucaia-de-pilão
34268,Lecythis pisonis,39306,Sapucaia-do-amazonas
34268,Lecythis pisonis,38456,Sapucaia-grande
34268,Lecythis pisonis,52763,Sapucaia-verdadeira
34268,Lecythis pisonis,39307,Sapucaia-vermelha
34268,Lecythis pisonis,49293,Sapucarana
33963,Lecythis pohlii,42336,Guaparaí
33963,Lecythis pohlii,44820,Sapucaiamirim
31794,Lecythis poiteaui,41514,Jarana
1372274,Lecythis prancei,85499,Castanha-jarana
1372274,Lecythis prancei,85500,Jarana-da-folha-grande
34881,Lecythis spp.,37098,Embiratã
34881,Lecythis spp.,39308,Pininga
34881,Lecythis spp.,52764,Sapucaia-de-pilão
34881,Lecythis spp.,49191,Sapucarana
34881,Lecythis spp.,43708,Sapucarana-verdadeira
34882,Lecythis zabucajo,52765,Castanha-sapucaia
34882,Lecythis zabucajo,45197,Sapucaia
34882,Lecythis zabucajo,39309,Sapucaia-vermelha
25067,Leocereus bahiensis,26928,Cacto
25067,Leocereus bahiensis,26929,Cactus
25063,Leocereus barreirensis,26924,Cacto
25063,Leocereus barreirensis,26925,Cactus
25066,Leocereus urandianus,26926,Cacto
25066,Leocereus urandianus,26927,Cactus
174268,Leochilus labiatus,74082,Leochilus-de-labio
35459,Leonia glycycarpa,46804,Fruta-doce
35459,Leonia glycycarpa,50453,Pau-branco
32132,Leopoldina piassaba,51534,Piaçava
25073,Lepanthes angustifolia,26937,Orchid
25073,Lepanthes angustifolia,26936,Orquídea
25074,Lepanthes ernestii,26939,Orchid
25074,Lepanthes ernestii,26938,Orquídea
25075,Lepanthes lindleyana,26941,Orchid
25075,Lepanthes lindleyana,26940,Orquídea
25079,Lepanthes nivea,26948,Orchid
25079,Lepanthes nivea,26949,Orquídea
25080,Lepanthes nontecta,26950,Orchid
25080,Lepanthes nontecta,26951,Orquídea
25078,Lepanthes nubicula,26946,Orchid
25078,Lepanthes nubicula,26947,Orquídea
25076,Lepanthes nummularia,26942,Orchid
25076,Lepanthes nummularia,26943,Orquídea
25077,Lepanthes oaxacana,26944,Orchid
25077,Lepanthes oaxacana,26945,Orquídea
25089,Lepanthopsis floripecten,26969,Orchid
25089,Lepanthopsis floripecten,26968,Orquídea
25091,Lepanthopsis floripectum,26972,Orchid
25091,Lepanthopsis floripectum,26973,Orquídea
25090,Lepanthopsis melanantha,26971,Orchid
25090,Lepanthopsis melanantha,26970,Orquídea
25092,Lepanthopsis scovalatum,26974,Orchid
25092,Lepanthopsis scovalatum,26975,Orquídea
33635,Lepidocaryum tenue,41515,Caraí-do-mato
25097,Lepismium aculeatum,26984,Cacto
25097,Lepismium aculeatum,26985,Cactus
25098,Lepismium cruciforme,26986,Cacto
25098,Lepismium cruciforme,26987,Cactus
25099,Lepismium houlletianum,26988,Cacto
25099,Lepismium houlletianum,26989,Cactus
25100,Lepismium lumbricoides,26990,Cacto
25100,Lepismium lumbricoides,26991,Cactus
25101,Lepismium warmingianum,26992,Cacto
25101,Lepismium warmingianum,26993,Cactus
523716,Leptolobium dasycarpum,89501,Unha-de-macaco
33310,Leptolobium elegans,89222,Perobinha-do-campo
30175,Leptotes bicolor,35876,Orchid
30175,Leptotes bicolor,35877,Orquídea
30176,Leptotes bicolor subsp. alba,35878,Orchid
30176,Leptotes bicolor subsp. alba,35879,Orquídea
1320652,Leptotes bohnkiana,84890,Orchid
1320652,Leptotes bohnkiana,84889,Orquídea
30177,Leptotes grinsbergii,35880,Orchid
30177,Leptotes grinsbergii,35881,Orquídea
30178,Leptotes tenuis,35882,Orchid
30178,Leptotes tenuis,35883,Orquídea
30179,Leptotes unicolor,35884,Orchid
30179,Leptotes unicolor,35885,Orquídea
30180,Leptotes unicolor subsp. alba,35886,Orchid
30180,Leptotes unicolor subsp. alba,35887,Orquídea
34883,Leucaena latisiliqua,52766,Escovinha
1047257,Leucaena leucocephala,88659,Leucena
1047257,Leucaena leucocephala,71233,Wild-tamarind
36415,Leucastrus caniflorus,44929,Raichembáquia
797802,Leucochloron incuriale,89078,Angico-branco
797802,Leucochloron incuriale,88821,Angico-rajado
25107,Leucohyle brasiliensis,27004,Orchid
25107,Leucohyle brasiliensis,27005,Orquídea
25109,Leucorchis albida,27009,Orchid
25109,Leucorchis albida,27008,Orquídea
25110,Leucorchis straminea,27011,Orchid
25110,Leucorchis straminea,27010,Orquídea
33964,Leucothoe niederleinii,42337,Urze
36067,Libocedrus decurrens,41516,Cipreste
1051951,Licania adolphoduckei,89318,Caripé-duque
31795,Licania affinis,45937,Macucu
34884,Licania apetala,39310,Ajuru
34884,Licania apetala,45198,Caraipé
34884,Licania apetala,38074,Caraiperana
34884,Licania apetala,43709,Uxi-do-igapó
34884,Licania apetala,38468,Uxirana
35745,Licania arianeae,42338,Quebra-machado
34269,Licania belemii,45938,Milho-torrado-amarelo
36068,Licania blackii,89122,Oiti
1052008,Licania canescens,88897,Macuru-chiador
1051954,Licania caudata,88930,Caripézinho
1051998,Licania coriacea,89319,Caripé-cascudo
34270,Licania egleri,48163,Caraipé
34270,Licania egleri,42567,Caraiperana
34270,Licania egleri,45939,Uxi-do-igapó
34270,Licania egleri,39311,Uxirana
1051834,Licania elata,89320,Caripé-de-asa
32724,Licania gardneri,89159,Ajuru
32724,Licania gardneri,89160,Goajuru
32724,Licania gardneri,89161,Maçãzinha-da-praia
33636,Licania glabra,37099,Macé-de-fogo
33636,Licania glabra,47421,Macucu
33636,Licania glabra,40648,Macucu-de-fogo
33636,Licania glabra,85148,Manguba-da-Mata
32442,Licania gracilipes,37100,Caraiperana
1954102,Licania guianensis,85492,Caripé-branco
31796,Licania heteromorpha,43710,Ajuru
31796,Licania heteromorpha,42487,Caraipé
31796,Licania heteromorpha,53586,Carrapeta
31796,Licania heteromorpha,37101,Macé-de-fogo
31796,Licania heteromorpha,37102,Macucu
31796,Licania heteromorpha,44418,Macucu-de-sangue
31796,Licania heteromorpha,39312,Macucu-do-rio-negro
31796,Licania heteromorpha,39313,Macucu-roxo
31796,Licania heteromorpha,37103,Mucucurana
35156,Licania hoehnei,44596,Ticum
33047,Licania humilis,48164,Marmelinho-do-campo
33047,Licania humilis,37104,Marmelinho-do-cerrado
33047,Licania humilis,51945,Marmelito-do-campo
31797,Licania hypoleuca,40014,Caraipé
31797,Licania hypoleuca,51666,Caraiperana
31797,Licania hypoleuca,48165,Uxi-do-igapó
31797,Licania hypoleuca,51324,Uxirana
35202,Licania impressa,53804,Macucu
34271,Licania incana,40318,Ajuru
34271,Licania incana,39314,Caraiperana
34271,Licania incana,51173,Licânia
34271,Licania incana,50455,Milho-cozido-preto
34271,Licania incana,43711,Sendiba
33048,Licania indurata,43712,Milho-cozido
31798,Licania kunthiana,51325,Carrapeta
31798,Licania kunthiana,48166,Carrapeta-de-sangue
31798,Licania kunthiana,43713,Cega-machado
31798,Licania kunthiana,52767,Goiti-cega-machado
31798,Licania kunthiana,52768,Goiticica
31798,Licania kunthiana,49671,Goiti-de-morcego
31798,Licania kunthiana,51326,Mel-de-furo
31798,Licania kunthiana,51466,Milho-torrado
31798,Licania kunthiana,45940,Oiti-de-morcego
31798,Licania kunthiana,51832,Oiti-verdadeiro
31798,Licania kunthiana,44821,Oitizinho
31798,Licania kunthiana,43714,Pau-facho
31798,Licania kunthiana,41517,Pau-santo
35261,Licania latifolia,52027,Macucu
34272,Licania laxiflora,43715,Caraipé
34272,Licania laxiflora,37105,Caraiperana
34272,Licania laxiflora,50456,Uxi-do-igapó
34272,Licania laxiflora,40522,Uxirana
36070,Licania littoralis,41518,Guaraci
1532848,Licania longistyla,85493,Caripé
33638,Licania macrophylla,39315,Anauerá
33638,Licania macrophylla,44597,Anoerá
33638,Licania macrophylla,45941,Macucu-farinha-seca
33638,Licania macrophylla,53714,Macucu-fofo
32443,Licania membranacea,43716,Caraiperana
33049,Licania micrantha,37106,Caraiperana
33049,Licania micrantha,53587,Caraiperana-de-folha-larga
33049,Licania micrantha,38536,Carambola
33049,Licania micrantha,37107,Caramboleira
35460,Licania microcarpa,50457,Caraipé
1051997,Licania niloi,88931,Macucu-amarelo
1052045,Licania nitida,89502,Bafo-de-boi
34885,Licania oblongifolia,37108,Macucu-branco
34885,Licania oblongifolia,54043,Macucu-chiador
34273,Licania octandra,41519,Caraipé
34273,Licania octandra,40873,Caraiperana
34273,Licania octandra,40168,Milho-torrado-mirim
34273,Licania octandra,49672,Uxi-do-igapó
34273,Licania octandra,48167,Uxirana
1051831,Licania pallida,88932,Macucu-branco
32765,Licania parinarioides,88731,Casca-seca
32765,Licania parinarioides,40319,Copuda
36071,Licania parviflora,49411,Ajuru
36071,Licania parviflora,43717,Pimenteira
36071,Licania parviflora,37109,Quiri
34886,Licania pendula,39316,Ajuru
35461,Licania pruinosa,43718,Caraipé
35746,Licania puchury-major,40169,Puxuri
33639,Licania rigida,43719,Milho-cozido-de-folha-miúda
33639,Licania rigida,37110,Oiticica
33639,Licania rigida,48168,Oiticica-verdadeira
1052069,Licania rodriguesii,89321,Caripé-branco
36072,Licania salzmannii,51782,Guaiti
36072,Licania salzmannii,48169,Oiti
36072,Licania salzmannii,52769,Oiti-coró
33349,Licania sclerophylla,51756,Caraipé-branco
33349,Licania sclerophylla,51327,Caraipé-verdadeiro
33349,Licania sclerophylla,85122,Caripé
33349,Licania sclerophylla,53715,Oiticica
1051968,Licania sothersiae,88971,Macucu-sangue
1051968,Licania sothersiae,88898,Macuru-sangue
32160,Licania spicata,47192,Milho-cozido
34274,Licania spp.,37111,Carrapeta
34274,Licania spp.,52770,Catuteiro-branco
34274,Licania spp.,43720,Goiti-de-morcego
34274,Licania spp.,45942,Goiti-mel-de-furo
34274,Licania spp.,45943,Guaiti
34274,Licania spp.,41520,Jatobá
34274,Licania spp.,52771,Macucu-preto
34274,Licania spp.,43721,Oiticica
34274,Licania spp.,39317,Oitizinho
35462,Licania tomentosa,42906,Camaçari
35462,Licania tomentosa,38155,Cambará
35462,Licania tomentosa,50458,Cambará-pérola
35462,Licania tomentosa,45944,Caraipé
35462,Licania tomentosa,49170,Guaili
35462,Licania tomentosa,45945,Guaiti
35462,Licania tomentosa,37112,Manguinha
35462,Licania tomentosa,51328,Milho-cozido-de-folha-larga
35462,Licania tomentosa,43722,Mucuco
35462,Licania tomentosa,51946,Oiti
35462,Licania tomentosa,41521,Oiti-cagão
35462,Licania tomentosa,39318,Oiti-da-praia
35462,Licania tomentosa,39319,Oitimirim
35462,Licania tomentosa,41522,Oitizeiro
34275,Licania turiuva,50459,Caraipé-das-águas
34275,Licania turiuva,47422,Caraiperana
34275,Licania turiuva,43723,Carapeirana
34275,Licania turiuva,47493,Mão-de-pelão
34275,Licania turiuva,48170,Turiúva
35463,Licania utilis,53716,Canela-rapadura
35463,Licania utilis,49435,Caraipé-verdadeiro
35463,Licania utilis,37113,Oitizeiro
35463,Licania utilis,45120,Rapadura
33640,Licaria aritu,48171,Louro-aritó
33640,Licaria aritu,50460,Louro-aritu
32093,Licaria brasiliensis,53588,Louro-roxo
32782,Licaria camara,51542,Camará-de-cheiro
36074,Licaria cannella,49181,Louro-canela
36074,Licaria cannella,49359,Louro-chumbo
36074,Licaria cannella,41523,Louro-cumaru
36074,Licaria cannella,45946,Louro-preto
33637,Licaria guianensis,50454,Pau-rosa-do-amazonas
36075,Licaria limbosa,45199,Pau-sassafrás
36075,Licaria limbosa,37114,Sassafrás
33641,Licaria mahuba,39320,Maúba
33641,Licaria mahuba,51826,Maúba-amarela
1998508,Licaria martiniana,89404,Louro-chumbo
1998508,Licaria martiniana,89405,Louro-rosa
36076,Licaria puchury-major,45947,Louro-puxuri
36076,Licaria puchury-major,39321,Puxuri
33050,Licaria reitzkleiniana,41524,Louro-pimenta
33918,Licaria rigida,47423,Louro
33918,Licaria rigida,49182,Louro-amarelo
33918,Licaria rigida,46635,Milho-torrado-de-folha-miúda
32165,Licaria spp.,38347,Canela-chapéu
32165,Licaria spp.,88933,Louro-cheiroso
856035,Ligustrum japonicum,89391,Ligustro
856034,Ligustrum lucidum,89392,Ligustro
36077,Ligustrum ovalifolium,50461,Alfeneiro
36077,Ligustrum ovalifolium,46805,Ligustro
25113,Limodorum abortivum,27017,Orchid
25113,Limodorum abortivum,27016,Orquídea
25114,Limodorum trabutianum,27019,Orchid
25114,Limodorum trabutianum,27018,Orquídea
35464,Lindackeria paludosa,50462,Lindaqueira
35464,Lindackeria paludosa,44885,Oncoba
33642,Lindackeria paraensis,37761,Farinha-seca
33642,Lindackeria paraensis,41525,Lindaquéria
31145,Lindackeria spp.,89140,Farinha-seca
34887,Linociera arborea,50463,Limeira
35747,Linociera hassleriana,51329,Louro
34276,Linociera mandiocana,41526,Carne-de-vaca
34276,Linociera mandiocana,39322,Coxa-de-frango
25117,Liparis marquesensis,27025,Orchid
25117,Liparis marquesensis,27024,Orquídea
719946,Liparis vexillifera,74083,Liparis-bandera
35465,Lippia citriodora,43724,Cedro
35465,Lippia citriodora,47239,Cidró
1995300,Lippia origanoides,88854,Boldo
2024470,Lippia sp,88707,Alecrim-de-vaqueiro
34888,Lippia urticoides,40452,Café-do-mato
34888,Lippia urticoides,39323,Camama
34888,Lippia urticoides,37919,Camará
34888,Lippia urticoides,45298,Lixa
34888,Lippia urticoides,42814,Pau-lixa
32444,Liriodendron tulipifera,45948,Tulipeiro
33051,Liriosma spp.,43725,Caíg
653854,Listera australis,74084,Southern-twayblade
34277,Lithraea brasiliensis,50464,Aguaraibaguaçu
34277,Lithraea brasiliensis,42339,Amescla
34277,Lithraea brasiliensis,41527,Anacauita
34277,Lithraea brasiliensis,50465,Anacuita
34277,Lithraea brasiliensis,43726,Areira-dura
34277,Lithraea brasiliensis,50466,Aroeira
34277,Lithraea brasiliensis,46806,Aroeira-branca
34277,Lithraea brasiliensis,45949,Aroeira-brava
34277,Lithraea brasiliensis,37115,Aroeira-bugre
34277,Lithraea brasiliensis,49673,Aroeira-cinzenta
34277,Lithraea brasiliensis,45950,Aroeira-de-bugre
34277,Lithraea brasiliensis,51639,Aroeira-do-amazonas
34277,Lithraea brasiliensis,40170,Aroeira-do-mato
34277,Lithraea brasiliensis,53859,Aroeira-dura
34277,Lithraea brasiliensis,48172,Aroeira-folha-de-salsa
34277,Lithraea brasiliensis,48173,Aroeira-folha-de-salso
34277,Lithraea brasiliensis,39324,Aroeira-mansa
34277,Lithraea brasiliensis,45951,Aroeira-mole
34277,Lithraea brasiliensis,37920,Aroeira-negra
34277,Lithraea brasiliensis,42742,Aroeira-periquita
34277,Lithraea brasiliensis,37116,Aroeira-periquiteira
34277,Lithraea brasiliensis,39325,Aroeira-preta
34277,Lithraea brasiliensis,45952,Aroeira-salsa
34277,Lithraea brasiliensis,45953,Aroeira-salva
34277,Lithraea brasiliensis,52772,Aroeirinha
34277,Lithraea brasiliensis,45954,Bálsamo
34277,Lithraea brasiliensis,45955,Bugre
34277,Lithraea brasiliensis,43727,Bugreiro
34277,Lithraea brasiliensis,53589,Coneiba
34277,Lithraea brasiliensis,50467,Coração-de-bugre
34277,Lithraea brasiliensis,40774,Corneíba
34277,Lithraea brasiliensis,44886,Fruta-de-sabiá
34277,Lithraea brasiliensis,37117,Molhe
34277,Lithraea brasiliensis,53590,Molho
34277,Lithraea brasiliensis,39326,Pau-bugre
34277,Lithraea brasiliensis,48174,Pau-de-bugre
34277,Lithraea brasiliensis,51640,Periquiteira
34277,Lithraea brasiliensis,45956,Pimenteira-do-peru
34277,Lithraea brasiliensis,37921,Pimenteiro
34277,Lithraea brasiliensis,43728,Terebinto
32445,Lithraea molleoides,38283,Aroeira
32445,Lithraea molleoides,50468,Aroeira-branca
32445,Lithraea molleoides,48175,Aroeira-brava
32445,Lithraea molleoides,37118,Aroeira-de-capoeira
32445,Lithraea molleoides,44598,Aroeira-do-brejo
32445,Lithraea molleoides,39327,Aroeirinha
32445,Lithraea molleoides,54161,Bugreiro
34278,Livistona australis,43729,Palmeira
32446,Livistona chinensis,48176,Palmeira
32446,Livistona chinensis,52773,Palmeira-livistona
31800,Livistona decipiens,39328,Palmeira
36454,Livistona olivaeformis,40859,Palmeira
35217,Livistona subglobosa,42625,Palmeira
25119,Lobivia acanthoplegma,27028,Cacto
25119,Lobivia acanthoplegma,27029,Cactus
25121,Lobivia bruchii,27030,Cacto
25121,Lobivia bruchii,27031,Cactus
25122,Lobivia caespitosa,27032,Cacto
25122,Lobivia caespitosa,27033,Cactus
25123,Lobivia chorrillosensis,27034,Cacto
25123,Lobivia chorrillosensis,27035,Cactus
25126,Lobivia grandis,27036,Cacto
25126,Lobivia grandis,27037,Cactus
25127,Lobivia hertrichiana,27038,Cacto
25127,Lobivia hertrichiana,27039,Cactus
25128,Lobivia jajoiana,27040,Cacto
25128,Lobivia jajoiana,27041,Cactus
25129,Lobivia kuehnrichii,27042,Cacto
25129,Lobivia kuehnrichii,27043,Cactus
25131,Lobivia marsoneri,27044,Cacto
25131,Lobivia marsoneri,27045,Cactus
25132,Lobivia prestoana,27046,Cacto
25132,Lobivia prestoana,27047,Cactus
25133,Lobivia quiabayensis,27048,Cacto
25133,Lobivia quiabayensis,27049,Cactus
25135,Lobivia schieliana,27050,Cacto
25135,Lobivia schieliana,27051,Cactus
25136,Lobivia taratensis,27052,Cacto
25136,Lobivia taratensis,27053,Cactus
25138,Lobivia westii,27054,Cacto
25138,Lobivia westii,27055,Cactus
25139,Lobivia wrightiana,27056,Cacto
25139,Lobivia wrightiana,27057,Cactus
25140,Lobivia zecheri,27058,Cacto
25140,Lobivia zecheri,27059,Cactus
25166,Lockhartia amoena,27098,Orchid
25166,Lockhartia amoena,27099,Orquídea
25168,Lockhartia dipleura,27102,Orchid
25168,Lockhartia dipleura,27103,Orquídea
25167,Lockhartia longifolia,27100,Orchid
25167,Lockhartia longifolia,27101,Orquídea
25171,Lockhartia lunifera,27108,Orchid
25171,Lockhartia lunifera,27109,Orquídea
25165,Lockhartia obtusata,27096,Orchid
25165,Lockhartia obtusata,27097,Orquídea
25170,Lockhartia odontochila,27106,Orchid
25170,Lockhartia odontochila,27107,Orquídea
25169,Lockhartia oerstedii,27104,Orchid
25169,Lockhartia oerstedii,27105,Orquídea
25164,Lockhartia serra,27094,Orchid
25164,Lockhartia serra,27095,Orquídea
25163,Lockhartia triangulabia,27093,Orchid
25163,Lockhartia triangulabia,27092,Orquídea
33643,Lonchocarpus araripensis,41528,Angelim
33643,Lonchocarpus araripensis,50469,Cocão
33643,Lonchocarpus araripensis,45957,Pau-de-formiga
33643,Lonchocarpus araripensis,52774,Rabo-de-cavalo
33643,Lonchocarpus araripensis,40171,Sucupira-branca
33643,Lonchocarpus araripensis,51856,Sucupira-de-concha
36078,Lonchocarpus campestris,53983,Angelim-bravo
36078,Lonchocarpus campestris,37119,Cumarurana
36078,Lonchocarpus campestris,52775,Embira-de-sapo
36078,Lonchocarpus campestris,39329,Embirinha
36078,Lonchocarpus campestris,38537,Maracanã
36078,Lonchocarpus campestris,37120,Maracanã-da-grande
36078,Lonchocarpus campestris,40172,Pau-de-canzil
36078,Lonchocarpus campestris,37121,Pau-óleo
36078,Lonchocarpus campestris,37122,Pitombeiro
36078,Lonchocarpus campestris,44887,Rabo-de-bugio
36078,Lonchocarpus campestris,39330,Rabo-de-macaco
36078,Lonchocarpus campestris,43730,Sapuva
33402,Lonchocarpus costatus,40496,Óleo-baio
1980579,Lonchocarpus cultratus,89385,Embira-sapo
1980579,Lonchocarpus cultratus,89384,Rabo-de-bugio
33644,Lonchocarpus discolor,48177,Timborana
31801,Lonchocarpus guilleminianus,40173,Árvore-da-chuva
31801,Lonchocarpus guilleminianus,37762,Embira-branca
31801,Lonchocarpus guilleminianus,48178,Embira-de-carrapato
31801,Lonchocarpus guilleminianus,41529,Embira-de-sapo
31801,Lonchocarpus guilleminianus,52776,Falso-timbó
31801,Lonchocarpus guilleminianus,51778,Feijão-cru
31801,Lonchocarpus guilleminianus,41530,Guaianã
31801,Lonchocarpus guilleminianus,47424,Ingá-bravo
31801,Lonchocarpus guilleminianus,40015,Maracanã-da-grande
31801,Lonchocarpus guilleminianus,53591,Pau-de-canzil
31801,Lonchocarpus guilleminianus,39331,Pau-de-carrapato
31801,Lonchocarpus guilleminianus,41531,Rabo-de-bugio
31801,Lonchocarpus guilleminianus,39332,Rabo-de-macaco
31801,Lonchocarpus guilleminianus,48179,Rabo-de-mico
34279,Lonchocarpus leucanthus,46636,Maracanã-da-grande
34279,Lonchocarpus leucanthus,52777,Pau-de-canzil
